Barcode,Tumor core true
cellid_000050372-1,Tumor core true
cellid_000050373-1,Tumor core true
cellid_000050374-1,Tumor core true
cellid_000050375-1,Tumor core true
cellid_000050376-1,Tumor core true
cellid_000050377-1,Tumor core true
cellid_000050378-1,Tumor core true
cellid_000050379-1,Tumor core true
cellid_000050380-1,Tumor core true
cellid_000050381-1,Tumor core true
cellid_000050382-1,Tumor core true
cellid_000050383-1,Tumor core true
cellid_000050384-1,Tumor core true
cellid_000050385-1,Tumor core true
cellid_000050386-1,Tumor core true
cellid_000050387-1,Tumor core true
cellid_000050388-1,Tumor core true
cellid_000050389-1,Tumor core true
cellid_000050390-1,Tumor core true
cellid_000050391-1,Tumor core true
cellid_000050392-1,Tumor core true
cellid_000050393-1,Tumor core true
cellid_000050394-1,Tumor core true
cellid_000050395-1,Tumor core true
cellid_000050396-1,Tumor core true
cellid_000050397-1,Tumor core true
cellid_000050398-1,Tumor core true
cellid_000050399-1,Tumor core true
cellid_000050400-1,Tumor core true
cellid_000050401-1,Tumor core true
cellid_000050402-1,Tumor core true
cellid_000050403-1,Tumor core true
cellid_000050404-1,Tumor core true
cellid_000050405-1,Tumor core true
cellid_000050406-1,Tumor core true
cellid_000050407-1,Tumor core true
cellid_000050408-1,Tumor core true
cellid_000050409-1,Tumor core true
cellid_000050410-1,Tumor core true
cellid_000050411-1,Tumor core true
cellid_000050412-1,Tumor core true
cellid_000050413-1,Tumor core true
cellid_000050414-1,Tumor core true
cellid_000050415-1,Tumor core true
cellid_000050416-1,Tumor core true
cellid_000050417-1,Tumor core true
cellid_000050418-1,Tumor core true
cellid_000050419-1,Tumor core true
cellid_000050420-1,Tumor core true
cellid_000050422-1,Tumor core true
cellid_000050423-1,Tumor core true
cellid_000050424-1,Tumor core true
cellid_000050425-1,Tumor core true
cellid_000050426-1,Tumor core true
cellid_000050427-1,Tumor core true
cellid_000050428-1,Tumor core true
cellid_000050429-1,Tumor core true
cellid_000050430-1,Tumor core true
cellid_000050431-1,Tumor core true
cellid_000050432-1,Tumor core true
cellid_000050433-1,Tumor core true
cellid_000050434-1,Tumor core true
cellid_000050435-1,Tumor core true
cellid_000050436-1,Tumor core true
cellid_000050437-1,Tumor core true
cellid_000050438-1,Tumor core true
cellid_000050439-1,Tumor core true
cellid_000050440-1,Tumor core true
cellid_000050441-1,Tumor core true
cellid_000050442-1,Tumor core true
cellid_000050443-1,Tumor core true
cellid_000050444-1,Tumor core true
cellid_000050445-1,Tumor core true
cellid_000050446-1,Tumor core true
cellid_000050447-1,Tumor core true
cellid_000050448-1,Tumor core true
cellid_000050450-1,Tumor core true
cellid_000050451-1,Tumor core true
cellid_000050452-1,Tumor core true
cellid_000050453-1,Tumor core true
cellid_000050454-1,Tumor core true
cellid_000050455-1,Tumor core true
cellid_000050456-1,Tumor core true
cellid_000050457-1,Tumor core true
cellid_000050458-1,Tumor core true
cellid_000050459-1,Tumor core true
cellid_000050460-1,Tumor core true
cellid_000050461-1,Tumor core true
cellid_000050462-1,Tumor core true
cellid_000050463-1,Tumor core true
cellid_000050464-1,Tumor core true
cellid_000050465-1,Tumor core true
cellid_000050466-1,Tumor core true
cellid_000050467-1,Tumor core true
cellid_000050468-1,Tumor core true
cellid_000050469-1,Tumor core true
cellid_000050470-1,Tumor core true
cellid_000050471-1,Tumor core true
cellid_000050472-1,Tumor core true
cellid_000050473-1,Tumor core true
cellid_000050474-1,Tumor core true
cellid_000050475-1,Tumor core true
cellid_000050476-1,Tumor core true
cellid_000050477-1,Tumor core true
cellid_000050478-1,Tumor core true
cellid_000050479-1,Tumor core true
cellid_000050480-1,Tumor core true
cellid_000050481-1,Tumor core true
cellid_000050482-1,Tumor core true
cellid_000050483-1,Tumor core true
cellid_000050484-1,Tumor core true
cellid_000050485-1,Tumor core true
cellid_000050486-1,Tumor core true
cellid_000050487-1,Tumor core true
cellid_000050488-1,Tumor core true
cellid_000050489-1,Tumor core true
cellid_000050490-1,Tumor core true
cellid_000050491-1,Tumor core true
cellid_000050492-1,Tumor core true
cellid_000050493-1,Tumor core true
cellid_000050494-1,Tumor core true
cellid_000050495-1,Tumor core true
cellid_000050496-1,Tumor core true
cellid_000050497-1,Tumor core true
cellid_000050498-1,Tumor core true
cellid_000050499-1,Tumor core true
cellid_000050500-1,Tumor core true
cellid_000050501-1,Tumor core true
cellid_000050502-1,Tumor core true
cellid_000050503-1,Tumor core true
cellid_000050504-1,Tumor core true
cellid_000050505-1,Tumor core true
cellid_000050506-1,Tumor core true
cellid_000050507-1,Tumor core true
cellid_000050508-1,Tumor core true
cellid_000050509-1,Tumor core true
cellid_000050510-1,Tumor core true
cellid_000050511-1,Tumor core true
cellid_000050512-1,Tumor core true
cellid_000050513-1,Tumor core true
cellid_000050514-1,Tumor core true
cellid_000050515-1,Tumor core true
cellid_000050516-1,Tumor core true
cellid_000050517-1,Tumor core true
cellid_000050518-1,Tumor core true
cellid_000050519-1,Tumor core true
cellid_000050520-1,Tumor core true
cellid_000050521-1,Tumor core true
cellid_000050522-1,Tumor core true
cellid_000050523-1,Tumor core true
cellid_000050524-1,Tumor core true
cellid_000050525-1,Tumor core true
cellid_000050526-1,Tumor core true
cellid_000050527-1,Tumor core true
cellid_000050528-1,Tumor core true
cellid_000050529-1,Tumor core true
cellid_000050530-1,Tumor core true
cellid_000050531-1,Tumor core true
cellid_000050532-1,Tumor core true
cellid_000050533-1,Tumor core true
cellid_000050534-1,Tumor core true
cellid_000050535-1,Tumor core true
cellid_000050536-1,Tumor core true
cellid_000050537-1,Tumor core true
cellid_000050538-1,Tumor core true
cellid_000050539-1,Tumor core true
cellid_000050540-1,Tumor core true
cellid_000050541-1,Tumor core true
cellid_000050542-1,Tumor core true
cellid_000050543-1,Tumor core true
cellid_000050544-1,Tumor core true
cellid_000050545-1,Tumor core true
cellid_000050546-1,Tumor core true
cellid_000050547-1,Tumor core true
cellid_000050548-1,Tumor core true
cellid_000050549-1,Tumor core true
cellid_000050550-1,Tumor core true
cellid_000050551-1,Tumor core true
cellid_000050552-1,Tumor core true
cellid_000050553-1,Tumor core true
cellid_000050554-1,Tumor core true
cellid_000050555-1,Tumor core true
cellid_000050556-1,Tumor core true
cellid_000050557-1,Tumor core true
cellid_000050558-1,Tumor core true
cellid_000050560-1,Tumor core true
cellid_000050561-1,Tumor core true
cellid_000050562-1,Tumor core true
cellid_000050563-1,Tumor core true
cellid_000050564-1,Tumor core true
cellid_000050565-1,Tumor core true
cellid_000050566-1,Tumor core true
cellid_000050567-1,Tumor core true
cellid_000050568-1,Tumor core true
cellid_000050569-1,Tumor core true
cellid_000050570-1,Tumor core true
cellid_000050571-1,Tumor core true
cellid_000050572-1,Tumor core true
cellid_000050573-1,Tumor core true
cellid_000050574-1,Tumor core true
cellid_000050575-1,Tumor core true
cellid_000050576-1,Tumor core true
cellid_000050577-1,Tumor core true
cellid_000050578-1,Tumor core true
cellid_000050579-1,Tumor core true
cellid_000050580-1,Tumor core true
cellid_000050581-1,Tumor core true
cellid_000050582-1,Tumor core true
cellid_000050583-1,Tumor core true
cellid_000050584-1,Tumor core true
cellid_000050585-1,Tumor core true
cellid_000050586-1,Tumor core true
cellid_000050587-1,Tumor core true
cellid_000050588-1,Tumor core true
cellid_000050590-1,Tumor core true
cellid_000050591-1,Tumor core true
cellid_000050592-1,Tumor core true
cellid_000050593-1,Tumor core true
cellid_000050594-1,Tumor core true
cellid_000050595-1,Tumor core true
cellid_000050596-1,Tumor core true
cellid_000050597-1,Tumor core true
cellid_000050598-1,Tumor core true
cellid_000050599-1,Tumor core true
cellid_000050600-1,Tumor core true
cellid_000050601-1,Tumor core true
cellid_000050602-1,Tumor core true
cellid_000050603-1,Tumor core true
cellid_000050604-1,Tumor core true
cellid_000050605-1,Tumor core true
cellid_000050606-1,Tumor core true
cellid_000050607-1,Tumor core true
cellid_000050608-1,Tumor core true
cellid_000050609-1,Tumor core true
cellid_000050610-1,Tumor core true
cellid_000050611-1,Tumor core true
cellid_000050612-1,Tumor core true
cellid_000050613-1,Tumor core true
cellid_000050614-1,Tumor core true
cellid_000050615-1,Tumor core true
cellid_000050616-1,Tumor core true
cellid_000050617-1,Tumor core true
cellid_000050618-1,Tumor core true
cellid_000050619-1,Tumor core true
cellid_000050620-1,Tumor core true
cellid_000050621-1,Tumor core true
cellid_000050622-1,Tumor core true
cellid_000050623-1,Tumor core true
cellid_000050624-1,Tumor core true
cellid_000050625-1,Tumor core true
cellid_000050626-1,Tumor core true
cellid_000050627-1,Tumor core true
cellid_000050628-1,Tumor core true
cellid_000050629-1,Tumor core true
cellid_000050630-1,Tumor core true
cellid_000050631-1,Tumor core true
cellid_000050632-1,Tumor core true
cellid_000050633-1,Tumor core true
cellid_000050634-1,Tumor core true
cellid_000050635-1,Tumor core true
cellid_000050636-1,Tumor core true
cellid_000050637-1,Tumor core true
cellid_000050638-1,Tumor core true
cellid_000050639-1,Tumor core true
cellid_000050640-1,Tumor core true
cellid_000050641-1,Tumor core true
cellid_000050642-1,Tumor core true
cellid_000050643-1,Tumor core true
cellid_000050644-1,Tumor core true
cellid_000050645-1,Tumor core true
cellid_000050646-1,Tumor core true
cellid_000050647-1,Tumor core true
cellid_000050648-1,Tumor core true
cellid_000050649-1,Tumor core true
cellid_000050650-1,Tumor core true
cellid_000050651-1,Tumor core true
cellid_000050652-1,Tumor core true
cellid_000050653-1,Tumor core true
cellid_000050654-1,Tumor core true
cellid_000050655-1,Tumor core true
cellid_000050656-1,Tumor core true
cellid_000050657-1,Tumor core true
cellid_000050658-1,Tumor core true
cellid_000050659-1,Tumor core true
cellid_000050660-1,Tumor core true
cellid_000050661-1,Tumor core true
cellid_000050663-1,Tumor core true
cellid_000050664-1,Tumor core true
cellid_000050665-1,Tumor core true
cellid_000050666-1,Tumor core true
cellid_000050667-1,Tumor core true
cellid_000050668-1,Tumor core true
cellid_000050669-1,Tumor core true
cellid_000050670-1,Tumor core true
cellid_000050671-1,Tumor core true
cellid_000050672-1,Tumor core true
cellid_000050673-1,Tumor core true
cellid_000050674-1,Tumor core true
cellid_000050675-1,Tumor core true
cellid_000050676-1,Tumor core true
cellid_000050677-1,Tumor core true
cellid_000050678-1,Tumor core true
cellid_000050679-1,Tumor core true
cellid_000050680-1,Tumor core true
cellid_000050682-1,Tumor core true
cellid_000050683-1,Tumor core true
cellid_000050684-1,Tumor core true
cellid_000050685-1,Tumor core true
cellid_000050686-1,Tumor core true
cellid_000050687-1,Tumor core true
cellid_000050688-1,Tumor core true
cellid_000050689-1,Tumor core true
cellid_000050690-1,Tumor core true
cellid_000050692-1,Tumor core true
cellid_000050693-1,Tumor core true
cellid_000050694-1,Tumor core true
cellid_000050695-1,Tumor core true
cellid_000050696-1,Tumor core true
cellid_000050697-1,Tumor core true
cellid_000050698-1,Tumor core true
cellid_000050699-1,Tumor core true
cellid_000050700-1,Tumor core true
cellid_000050701-1,Tumor core true
cellid_000050702-1,Tumor core true
cellid_000050703-1,Tumor core true
cellid_000050704-1,Tumor core true
cellid_000050705-1,Tumor core true
cellid_000050706-1,Tumor core true
cellid_000050707-1,Tumor core true
cellid_000050708-1,Tumor core true
cellid_000050709-1,Tumor core true
cellid_000050710-1,Tumor core true
cellid_000050711-1,Tumor core true
cellid_000050713-1,Tumor core true
cellid_000050714-1,Tumor core true
cellid_000050715-1,Tumor core true
cellid_000050716-1,Tumor core true
cellid_000050717-1,Tumor core true
cellid_000050718-1,Tumor core true
cellid_000050719-1,Tumor core true
cellid_000050720-1,Tumor core true
cellid_000050721-1,Tumor core true
cellid_000050722-1,Tumor core true
cellid_000050723-1,Tumor core true
cellid_000050724-1,Tumor core true
cellid_000050725-1,Tumor core true
cellid_000050726-1,Tumor core true
cellid_000050727-1,Tumor core true
cellid_000050728-1,Tumor core true
cellid_000050729-1,Tumor core true
cellid_000050731-1,Tumor core true
cellid_000050732-1,Tumor core true
cellid_000050733-1,Tumor core true
cellid_000050734-1,Tumor core true
cellid_000050735-1,Tumor core true
cellid_000050736-1,Tumor core true
cellid_000050737-1,Tumor core true
cellid_000050738-1,Tumor core true
cellid_000050739-1,Tumor core true
cellid_000050740-1,Tumor core true
cellid_000050741-1,Tumor core true
cellid_000050742-1,Tumor core true
cellid_000050743-1,Tumor core true
cellid_000050744-1,Tumor core true
cellid_000050745-1,Tumor core true
cellid_000050746-1,Tumor core true
cellid_000050747-1,Tumor core true
cellid_000050748-1,Tumor core true
cellid_000050749-1,Tumor core true
cellid_000050750-1,Tumor core true
cellid_000050751-1,Tumor core true
cellid_000050752-1,Tumor core true
cellid_000050753-1,Tumor core true
cellid_000050754-1,Tumor core true
cellid_000050755-1,Tumor core true
cellid_000050756-1,Tumor core true
cellid_000050757-1,Tumor core true
cellid_000050758-1,Tumor core true
cellid_000050759-1,Tumor core true
cellid_000050760-1,Tumor core true
cellid_000050761-1,Tumor core true
cellid_000050762-1,Tumor core true
cellid_000050763-1,Tumor core true
cellid_000050764-1,Tumor core true
cellid_000050765-1,Tumor core true
cellid_000050766-1,Tumor core true
cellid_000050767-1,Tumor core true
cellid_000050768-1,Tumor core true
cellid_000050769-1,Tumor core true
cellid_000050770-1,Tumor core true
cellid_000050771-1,Tumor core true
cellid_000050772-1,Tumor core true
cellid_000050773-1,Tumor core true
cellid_000050774-1,Tumor core true
cellid_000050775-1,Tumor core true
cellid_000050776-1,Tumor core true
cellid_000050777-1,Tumor core true
cellid_000050778-1,Tumor core true
cellid_000050779-1,Tumor core true
cellid_000050780-1,Tumor core true
cellid_000050781-1,Tumor core true
cellid_000050782-1,Tumor core true
cellid_000050783-1,Tumor core true
cellid_000050784-1,Tumor core true
cellid_000050785-1,Tumor core true
cellid_000050786-1,Tumor core true
cellid_000050787-1,Tumor core true
cellid_000050788-1,Tumor core true
cellid_000050789-1,Tumor core true
cellid_000050790-1,Tumor core true
cellid_000050791-1,Tumor core true
cellid_000050792-1,Tumor core true
cellid_000050793-1,Tumor core true
cellid_000050794-1,Tumor core true
cellid_000050795-1,Tumor core true
cellid_000050796-1,Tumor core true
cellid_000050797-1,Tumor core true
cellid_000050798-1,Tumor core true
cellid_000050799-1,Tumor core true
cellid_000050800-1,Tumor core true
cellid_000050801-1,Tumor core true
cellid_000050802-1,Tumor core true
cellid_000050803-1,Tumor core true
cellid_000050804-1,Tumor core true
cellid_000050805-1,Tumor core true
cellid_000050806-1,Tumor core true
cellid_000050807-1,Tumor core true
cellid_000050808-1,Tumor core true
cellid_000050809-1,Tumor core true
cellid_000050810-1,Tumor core true
cellid_000050811-1,Tumor core true
cellid_000050812-1,Tumor core true
cellid_000050813-1,Tumor core true
cellid_000050814-1,Tumor core true
cellid_000050815-1,Tumor core true
cellid_000050816-1,Tumor core true
cellid_000050817-1,Tumor core true
cellid_000050818-1,Tumor core true
cellid_000050819-1,Tumor core true
cellid_000050820-1,Tumor core true
cellid_000050821-1,Tumor core true
cellid_000050823-1,Tumor core true
cellid_000050824-1,Tumor core true
cellid_000050825-1,Tumor core true
cellid_000050826-1,Tumor core true
cellid_000050827-1,Tumor core true
cellid_000050828-1,Tumor core true
cellid_000050829-1,Tumor core true
cellid_000050830-1,Tumor core true
cellid_000050831-1,Tumor core true
cellid_000050832-1,Tumor core true
cellid_000050833-1,Tumor core true
cellid_000050834-1,Tumor core true
cellid_000050835-1,Tumor core true
cellid_000050836-1,Tumor core true
cellid_000050837-1,Tumor core true
cellid_000050838-1,Tumor core true
cellid_000050839-1,Tumor core true
cellid_000050840-1,Tumor core true
cellid_000050841-1,Tumor core true
cellid_000050842-1,Tumor core true
cellid_000050843-1,Tumor core true
cellid_000050844-1,Tumor core true
cellid_000050845-1,Tumor core true
cellid_000050846-1,Tumor core true
cellid_000050847-1,Tumor core true
cellid_000050848-1,Tumor core true
cellid_000050849-1,Tumor core true
cellid_000050851-1,Tumor core true
cellid_000050852-1,Tumor core true
cellid_000050853-1,Tumor core true
cellid_000050854-1,Tumor core true
cellid_000050855-1,Tumor core true
cellid_000050856-1,Tumor core true
cellid_000050857-1,Tumor core true
cellid_000050858-1,Tumor core true
cellid_000050859-1,Tumor core true
cellid_000050860-1,Tumor core true
cellid_000050861-1,Tumor core true
cellid_000050862-1,Tumor core true
cellid_000050863-1,Tumor core true
cellid_000050864-1,Tumor core true
cellid_000050865-1,Tumor core true
cellid_000050866-1,Tumor core true
cellid_000050867-1,Tumor core true
cellid_000050868-1,Tumor core true
cellid_000050869-1,Tumor core true
cellid_000050870-1,Tumor core true
cellid_000050871-1,Tumor core true
cellid_000050872-1,Tumor core true
cellid_000050873-1,Tumor core true
cellid_000050874-1,Tumor core true
cellid_000050875-1,Tumor core true
cellid_000050876-1,Tumor core true
cellid_000050877-1,Tumor core true
cellid_000050878-1,Tumor core true
cellid_000050879-1,Tumor core true
cellid_000050880-1,Tumor core true
cellid_000050881-1,Tumor core true
cellid_000050882-1,Tumor core true
cellid_000050883-1,Tumor core true
cellid_000050884-1,Tumor core true
cellid_000050885-1,Tumor core true
cellid_000050886-1,Tumor core true
cellid_000050887-1,Tumor core true
cellid_000050888-1,Tumor core true
cellid_000050889-1,Tumor core true
cellid_000050890-1,Tumor core true
cellid_000050891-1,Tumor core true
cellid_000050892-1,Tumor core true
cellid_000050893-1,Tumor core true
cellid_000050894-1,Tumor core true
cellid_000050895-1,Tumor core true
cellid_000050896-1,Tumor core true
cellid_000050897-1,Tumor core true
cellid_000050898-1,Tumor core true
cellid_000050899-1,Tumor core true
cellid_000050900-1,Tumor core true
cellid_000050901-1,Tumor core true
cellid_000050902-1,Tumor core true
cellid_000050903-1,Tumor core true
cellid_000050904-1,Tumor core true
cellid_000050905-1,Tumor core true
cellid_000050906-1,Tumor core true
cellid_000050907-1,Tumor core true
cellid_000050908-1,Tumor core true
cellid_000050909-1,Tumor core true
cellid_000050910-1,Tumor core true
cellid_000050911-1,Tumor core true
cellid_000050912-1,Tumor core true
cellid_000050913-1,Tumor core true
cellid_000050914-1,Tumor core true
cellid_000050916-1,Tumor core true
cellid_000050917-1,Tumor core true
cellid_000050918-1,Tumor core true
cellid_000050919-1,Tumor core true
cellid_000050920-1,Tumor core true
cellid_000050921-1,Tumor core true
cellid_000050922-1,Tumor core true
cellid_000050923-1,Tumor core true
cellid_000050924-1,Tumor core true
cellid_000050925-1,Tumor core true
cellid_000050926-1,Tumor core true
cellid_000050927-1,Tumor core true
cellid_000050928-1,Tumor core true
cellid_000050929-1,Tumor core true
cellid_000050930-1,Tumor core true
cellid_000050931-1,Tumor core true
cellid_000050932-1,Tumor core true
cellid_000050933-1,Tumor core true
cellid_000050934-1,Tumor core true
cellid_000050935-1,Tumor core true
cellid_000050936-1,Tumor core true
cellid_000050937-1,Tumor core true
cellid_000050938-1,Tumor core true
cellid_000050939-1,Tumor core true
cellid_000050940-1,Tumor core true
cellid_000050941-1,Tumor core true
cellid_000050942-1,Tumor core true
cellid_000050943-1,Tumor core true
cellid_000050944-1,Tumor core true
cellid_000050945-1,Tumor core true
cellid_000050946-1,Tumor core true
cellid_000050947-1,Tumor core true
cellid_000050948-1,Tumor core true
cellid_000050949-1,Tumor core true
cellid_000050950-1,Tumor core true
cellid_000050951-1,Tumor core true
cellid_000050952-1,Tumor core true
cellid_000050953-1,Tumor core true
cellid_000050954-1,Tumor core true
cellid_000050955-1,Tumor core true
cellid_000050956-1,Tumor core true
cellid_000050957-1,Tumor core true
cellid_000050958-1,Tumor core true
cellid_000050959-1,Tumor core true
cellid_000050960-1,Tumor core true
cellid_000050961-1,Tumor core true
cellid_000050962-1,Tumor core true
cellid_000050963-1,Tumor core true
cellid_000050964-1,Tumor core true
cellid_000050965-1,Tumor core true
cellid_000050966-1,Tumor core true
cellid_000050967-1,Tumor core true
cellid_000050968-1,Tumor core true
cellid_000050969-1,Tumor core true
cellid_000050970-1,Tumor core true
cellid_000050971-1,Tumor core true
cellid_000050972-1,Tumor core true
cellid_000050973-1,Tumor core true
cellid_000050974-1,Tumor core true
cellid_000050975-1,Tumor core true
cellid_000050976-1,Tumor core true
cellid_000050977-1,Tumor core true
cellid_000050978-1,Tumor core true
cellid_000050979-1,Tumor core true
cellid_000050980-1,Tumor core true
cellid_000050981-1,Tumor core true
cellid_000050982-1,Tumor core true
cellid_000050983-1,Tumor core true
cellid_000050984-1,Tumor core true
cellid_000050985-1,Tumor core true
cellid_000050986-1,Tumor core true
cellid_000050987-1,Tumor core true
cellid_000050988-1,Tumor core true
cellid_000050989-1,Tumor core true
cellid_000050990-1,Tumor core true
cellid_000050991-1,Tumor core true
cellid_000050992-1,Tumor core true
cellid_000050993-1,Tumor core true
cellid_000050994-1,Tumor core true
cellid_000050995-1,Tumor core true
cellid_000050996-1,Tumor core true
cellid_000050997-1,Tumor core true
cellid_000050998-1,Tumor core true
cellid_000050999-1,Tumor core true
cellid_000051000-1,Tumor core true
cellid_000051001-1,Tumor core true
cellid_000051002-1,Tumor core true
cellid_000051003-1,Tumor core true
cellid_000051004-1,Tumor core true
cellid_000051005-1,Tumor core true
cellid_000051006-1,Tumor core true
cellid_000051007-1,Tumor core true
cellid_000051008-1,Tumor core true
cellid_000051009-1,Tumor core true
cellid_000051010-1,Tumor core true
cellid_000051011-1,Tumor core true
cellid_000051012-1,Tumor core true
cellid_000051013-1,Tumor core true
cellid_000051014-1,Tumor core true
cellid_000051015-1,Tumor core true
cellid_000051016-1,Tumor core true
cellid_000051017-1,Tumor core true
cellid_000051018-1,Tumor core true
cellid_000051019-1,Tumor core true
cellid_000051020-1,Tumor core true
cellid_000051021-1,Tumor core true
cellid_000051022-1,Tumor core true
cellid_000051023-1,Tumor core true
cellid_000051024-1,Tumor core true
cellid_000051025-1,Tumor core true
cellid_000051026-1,Tumor core true
cellid_000051027-1,Tumor core true
cellid_000051028-1,Tumor core true
cellid_000051029-1,Tumor core true
cellid_000051030-1,Tumor core true
cellid_000051031-1,Tumor core true
cellid_000051032-1,Tumor core true
cellid_000051033-1,Tumor core true
cellid_000051034-1,Tumor core true
cellid_000051035-1,Tumor core true
cellid_000051036-1,Tumor core true
cellid_000051037-1,Tumor core true
cellid_000051038-1,Tumor core true
cellid_000051039-1,Tumor core true
cellid_000051040-1,Tumor core true
cellid_000051041-1,Tumor core true
cellid_000051042-1,Tumor core true
cellid_000051043-1,Tumor core true
cellid_000051044-1,Tumor core true
cellid_000051046-1,Tumor core true
cellid_000051048-1,Tumor core true
cellid_000051049-1,Tumor core true
cellid_000051050-1,Tumor core true
cellid_000051051-1,Tumor core true
cellid_000051052-1,Tumor core true
cellid_000051053-1,Tumor core true
cellid_000051054-1,Tumor core true
cellid_000051055-1,Tumor core true
cellid_000051056-1,Tumor core true
cellid_000051057-1,Tumor core true
cellid_000051058-1,Tumor core true
cellid_000051059-1,Tumor core true
cellid_000051060-1,Tumor core true
cellid_000051061-1,Tumor core true
cellid_000051062-1,Tumor core true
cellid_000051063-1,Tumor core true
cellid_000051064-1,Tumor core true
cellid_000051065-1,Tumor core true
cellid_000051066-1,Tumor core true
cellid_000051067-1,Tumor core true
cellid_000051068-1,Tumor core true
cellid_000051069-1,Tumor core true
cellid_000051070-1,Tumor core true
cellid_000051071-1,Tumor core true
cellid_000051072-1,Tumor core true
cellid_000051073-1,Tumor core true
cellid_000051075-1,Tumor core true
cellid_000051076-1,Tumor core true
cellid_000051077-1,Tumor core true
cellid_000051078-1,Tumor core true
cellid_000051079-1,Tumor core true
cellid_000051080-1,Tumor core true
cellid_000051081-1,Tumor core true
cellid_000051082-1,Tumor core true
cellid_000051083-1,Tumor core true
cellid_000051085-1,Tumor core true
cellid_000051086-1,Tumor core true
cellid_000051087-1,Tumor core true
cellid_000051088-1,Tumor core true
cellid_000051089-1,Tumor core true
cellid_000051090-1,Tumor core true
cellid_000051091-1,Tumor core true
cellid_000051092-1,Tumor core true
cellid_000051093-1,Tumor core true
cellid_000051094-1,Tumor core true
cellid_000051095-1,Tumor core true
cellid_000051096-1,Tumor core true
cellid_000051097-1,Tumor core true
cellid_000051098-1,Tumor core true
cellid_000051099-1,Tumor core true
cellid_000051100-1,Tumor core true
cellid_000051101-1,Tumor core true
cellid_000051102-1,Tumor core true
cellid_000051103-1,Tumor core true
cellid_000051104-1,Tumor core true
cellid_000051105-1,Tumor core true
cellid_000051106-1,Tumor core true
cellid_000051107-1,Tumor core true
cellid_000051108-1,Tumor core true
cellid_000051109-1,Tumor core true
cellid_000051110-1,Tumor core true
cellid_000051111-1,Tumor core true
cellid_000051112-1,Tumor core true
cellid_000051113-1,Tumor core true
cellid_000051114-1,Tumor core true
cellid_000051115-1,Tumor core true
cellid_000051116-1,Tumor core true
cellid_000051117-1,Tumor core true
cellid_000051118-1,Tumor core true
cellid_000051119-1,Tumor core true
cellid_000051120-1,Tumor core true
cellid_000051121-1,Tumor core true
cellid_000051122-1,Tumor core true
cellid_000051123-1,Tumor core true
cellid_000051124-1,Tumor core true
cellid_000051126-1,Tumor core true
cellid_000051129-1,Tumor core true
cellid_000051130-1,Tumor core true
cellid_000051131-1,Tumor core true
cellid_000051132-1,Tumor core true
cellid_000051133-1,Tumor core true
cellid_000051134-1,Tumor core true
cellid_000051135-1,Tumor core true
cellid_000051136-1,Tumor core true
cellid_000051137-1,Tumor core true
cellid_000051138-1,Tumor core true
cellid_000051139-1,Tumor core true
cellid_000051140-1,Tumor core true
cellid_000051141-1,Tumor core true
cellid_000051142-1,Tumor core true
cellid_000051143-1,Tumor core true
cellid_000051144-1,Tumor core true
cellid_000051145-1,Tumor core true
cellid_000051146-1,Tumor core true
cellid_000051147-1,Tumor core true
cellid_000051148-1,Tumor core true
cellid_000051149-1,Tumor core true
cellid_000051150-1,Tumor core true
cellid_000051151-1,Tumor core true
cellid_000051152-1,Tumor core true
cellid_000051153-1,Tumor core true
cellid_000051154-1,Tumor core true
cellid_000051155-1,Tumor core true
cellid_000051156-1,Tumor core true
cellid_000051157-1,Tumor core true
cellid_000051158-1,Tumor core true
cellid_000051159-1,Tumor core true
cellid_000051160-1,Tumor core true
cellid_000051161-1,Tumor core true
cellid_000051162-1,Tumor core true
cellid_000051163-1,Tumor core true
cellid_000051164-1,Tumor core true
cellid_000051165-1,Tumor core true
cellid_000051166-1,Tumor core true
cellid_000051167-1,Tumor core true
cellid_000051168-1,Tumor core true
cellid_000051169-1,Tumor core true
cellid_000051170-1,Tumor core true
cellid_000051171-1,Tumor core true
cellid_000051172-1,Tumor core true
cellid_000051173-1,Tumor core true
cellid_000051174-1,Tumor core true
cellid_000051175-1,Tumor core true
cellid_000051176-1,Tumor core true
cellid_000051177-1,Tumor core true
cellid_000051178-1,Tumor core true
cellid_000051179-1,Tumor core true
cellid_000051180-1,Tumor core true
cellid_000051181-1,Tumor core true
cellid_000051182-1,Tumor core true
cellid_000051183-1,Tumor core true
cellid_000051184-1,Tumor core true
cellid_000051185-1,Tumor core true
cellid_000051186-1,Tumor core true
cellid_000051187-1,Tumor core true
cellid_000051188-1,Tumor core true
cellid_000051189-1,Tumor core true
cellid_000051190-1,Tumor core true
cellid_000051191-1,Tumor core true
cellid_000051192-1,Tumor core true
cellid_000051193-1,Tumor core true
cellid_000051194-1,Tumor core true
cellid_000051195-1,Tumor core true
cellid_000051196-1,Tumor core true
cellid_000051197-1,Tumor core true
cellid_000051199-1,Tumor core true
cellid_000051200-1,Tumor core true
cellid_000051201-1,Tumor core true
cellid_000051202-1,Tumor core true
cellid_000051203-1,Tumor core true
cellid_000051204-1,Tumor core true
cellid_000051205-1,Tumor core true
cellid_000051206-1,Tumor core true
cellid_000051207-1,Tumor core true
cellid_000051208-1,Tumor core true
cellid_000051209-1,Tumor core true
cellid_000051210-1,Tumor core true
cellid_000051211-1,Tumor core true
cellid_000051212-1,Tumor core true
cellid_000051213-1,Tumor core true
